45590.000	 -1.965	  0.075
45590.004	 -1.960	 -0.130
45590.008	 -1.830	 -0.470
45590.012	 -1.645	 -0.855
45590.016	 -1.420	 -1.210
45590.020	 -1.150	 -1.540
45590.024	 -0.970	 -1.890
45590.028	 -0.780	 -2.210
45590.032	 -0.640	 -2.445
45590.036	 -0.630	 -2.560
45590.040	 -0.765	 -2.510
45590.044	 -0.960	 -2.200
45590.048	 -1.155	 -1.785
45590.052	 -1.235	 -1.410
45590.056	 -1.285	 -1.140
45590.060	 -1.280	 -0.955
45590.064	 -1.310	 -0.780
45590.068	 -1.300	 -0.710
45590.072	 -1.275	 -0.610
45590.076	 -1.315	 -0.550
45590.080	 -1.310	 -0.510
45590.084	 -1.290	 -0.480
45590.088	 -1.275	 -0.425
45590.092	 -1.285	 -0.425
45590.096	 -1.270	 -0.390
45590.100	 -1.255	 -0.370
45590.104	 -1.280	 -0.380
45590.108	 -1.270	 -0.365
45590.112	 -1.250	 -0.320
45590.116	 -1.255	 -0.320
45590.120	 -1.240	 -0.335
45590.124	 -1.230	 -0.340
45590.128	 -1.230	 -0.330
45590.132	 -1.220	 -0.325
45590.136	 -1.215	 -0.310
45590.140	 -1.220	 -0.310
45590.144	 -1.230	 -0.300
45590.148	 -1.240	 -0.275
45590.152	 -1.260	 -0.265
45590.156	 -1.235	 -0.225
45590.160	 -1.245	 -0.210
45590.164	 -1.250	 -0.195
45590.168	 -1.215	 -0.175
45590.172	 -1.195	 -0.165
45590.176	 -1.190	 -0.140
45590.180	 -1.185	 -0.120
45590.184	 -1.195	 -0.115
45590.188	 -1.170	 -0.070
45590.192	 -1.170	 -0.055
45590.196	 -1.160	 -0.050
45590.200	 -1.165	 -0.030
45590.204	 -1.160	 -0.025
45590.208	 -1.140	 -0.005
45590.212	 -1.130	 -0.005
45590.216	 -1.125	 -0.020
45590.220	 -1.130	 -0.015
45590.224	 -1.125	  0.015
45590.228	 -1.115	  0.000
45590.232	 -1.135	  0.015
45590.236	 -1.125	  0.000
45590.240	 -1.105	 -0.040
45590.244	 -1.095	 -0.045
45590.248	 -1.080	 -0.065
45590.252	 -1.125	 -0.065
45590.256	 -1.125	 -0.095
45590.260	 -1.145	 -0.115
45590.264	 -1.145	 -0.130
45590.268	 -1.130	 -0.135
45590.272	 -1.135	 -0.150
45590.276	 -1.135	 -0.190
45590.280	 -1.130	 -0.210
45590.284	 -1.135	 -0.250
45590.288	 -1.135	 -0.275
45590.292	 -1.155	 -0.305
45590.296	 -1.140	 -0.315
45590.300	 -1.155	 -0.330
45590.304	 -1.150	 -0.345
45590.308	 -1.145	 -0.365
45590.312	 -1.160	 -0.370
45590.316	 -1.170	 -0.380
45590.320	 -1.180	 -0.380
45590.324	 -1.185	 -0.375
45590.328	 -1.155	 -0.385
45590.332	 -1.180	 -0.400
45590.336	 -1.160	 -0.405
45590.340	 -1.150	 -0.390
45590.344	 -1.150	 -0.385
45590.348	 -1.145	 -0.405
45590.352	 -1.140	 -0.395
45590.356	 -1.135	 -0.375
45590.360	 -1.115	 -0.360
45590.364	 -1.105	 -0.365
45590.368	 -1.100	 -0.325
45590.372	 -1.075	 -0.270
45590.376	 -1.055	 -0.250
45590.380	 -1.015	 -0.240
45590.384	 -1.000	 -0.235
45590.388	 -0.975	 -0.225
45590.392	 -0.940	 -0.220
45590.396	 -0.925	 -0.240
45590.400	 -0.925	 -0.320
45590.404	 -0.920	 -0.345
45590.408	 -0.935	 -0.350
45590.412	 -0.950	 -0.365
45590.416	 -0.975	 -0.390
45590.420	 -0.995	 -0.415
45590.424	 -1.010	 -0.425
45590.428	 -1.040	 -0.435
45590.432	 -1.065	 -0.430
45590.436	 -1.095	 -0.410
45590.440	 -1.135	 -0.425
45590.444	 -1.130	 -0.425
45590.448	 -1.150	 -0.420
45590.452	 -1.160	 -0.420
45590.456	 -1.185	 -0.445
45590.460	 -1.195	 -0.450
45590.464	 -1.200	 -0.460
45590.468	 -1.220	 -0.450
45590.472	 -1.220	 -0.465
45590.476	 -1.235	 -0.465
45590.480	 -1.200	 -0.475
45590.484	 -1.220	 -0.480
45590.488	 -1.230	 -0.445
45590.492	 -1.230	 -0.475
45590.496	 -1.225	 -0.465
45590.500	 -1.205	 -0.480
45590.504	 -1.220	 -0.490
45590.508	 -1.210	 -0.485
45590.512	 -1.210	 -0.500
45590.516	 -1.205	 -0.500
45590.520	 -1.220	 -0.500
45590.524	 -1.250	 -0.475
45590.528	 -1.290	 -0.485
45590.532	 -1.330	 -0.470
45590.536	 -1.360	 -0.455
45590.540	 -1.375	 -0.440
45590.544	 -1.395	 -0.420
45590.548	 -1.420	 -0.425
45590.552	 -1.415	 -0.400
45590.556	 -1.420	 -0.380
45590.560	 -1.475	 -0.385
45590.564	 -1.575	 -0.290
45590.568	 -1.710	 -0.150
45590.572	 -1.825	 -0.060
45590.576	 -1.880	 -0.135
45590.580	 -1.865	 -0.365
45590.584	 -1.740	 -0.715
45590.588	 -1.540	 -1.080
45590.592	 -1.360	 -1.430
45590.596	 -1.215	 -1.785
45590.600	 -1.060	 -2.050
45590.604	 -0.920	 -2.280
45590.608	 -0.830	 -2.415
45590.612	 -0.840	 -2.440
45590.616	 -0.960	 -2.255
45590.620	 -1.090	 -1.920
45590.624	 -1.190	 -1.565
45590.628	 -1.220	 -1.310
45590.632	 -1.205	 -1.115
45590.636	 -1.195	 -0.970
45590.640	 -1.205	 -0.870
45590.644	 -1.210	 -0.795
45590.648	 -1.240	 -0.700
45590.652	 -1.245	 -0.655
45590.656	 -1.235	 -0.635
45590.660	 -1.235	 -0.565
45590.664	 -1.230	 -0.570
45590.668	 -1.215	 -0.560
45590.672	 -1.165	 -0.545
45590.676	 -1.155	 -0.495
45590.680	 -1.165	 -0.515
45590.684	 -1.180	 -0.490
45590.688	 -1.180	 -0.480
45590.692	 -1.215	 -0.460
45590.696	 -1.175	 -0.470
45590.700	 -1.205	 -0.450
45590.704	 -1.195	 -0.450
45590.708	 -1.165	 -0.425
45590.712	 -1.150	 -0.435
45590.716	 -1.145	 -0.420
45590.720	 -1.135	 -0.415
45590.724	 -1.120	 -0.400
45590.728	 -1.110	 -0.385
45590.732	 -1.110	 -0.370
45590.736	 -1.110	 -0.360
45590.740	 -1.105	 -0.340
45590.744	 -1.105	 -0.310
45590.748	 -1.115	 -0.280
45590.752	 -1.120	 -0.260
45590.756	 -1.110	 -0.240
45590.760	 -1.090	 -0.240
45590.764	 -1.075	 -0.200
45590.768	 -1.095	 -0.230
45590.772	 -1.090	 -0.205
45590.776	 -1.080	 -0.195
45590.780	 -1.065	 -0.175
45590.784	 -1.065	 -0.155
45590.788	 -1.065	 -0.155
45590.792	 -1.040	 -0.145
45590.796	 -1.060	 -0.135
45590.800	 -1.050	 -0.145
45590.804	 -1.070	 -0.140
45590.808	 -1.040	 -0.100
45590.812	 -1.070	 -0.120
45590.816	 -1.075	 -0.130
45590.820	 -1.055	 -0.155
45590.824	 -1.075	 -0.165
45590.828	 -1.090	 -0.190
45590.832	 -1.075	 -0.210
45590.836	 -1.075	 -0.230
45590.840	 -1.080	 -0.255
45590.844	 -1.090	 -0.275
45590.848	 -1.090	 -0.300
45590.852	 -1.105	 -0.315
45590.856	 -1.120	 -0.330
45590.860	 -1.120	 -0.345
45590.864	 -1.115	 -0.370
45590.868	 -1.140	 -0.375
45590.872	 -1.140	 -0.430
45590.876	 -1.145	 -0.410
45590.880	 -1.150	 -0.425
45590.884	 -1.145	 -0.420
45590.888	 -1.150	 -0.440
45590.892	 -1.150	 -0.460
45590.896	 -1.145	 -0.470
45590.900	 -1.155	 -0.475
45590.904	 -1.155	 -0.475
45590.908	 -1.140	 -0.480
45590.912	 -1.155	 -0.480
45590.916	 -1.150	 -0.470
45590.920	 -1.160	 -0.465
45590.924	 -1.140	 -0.470
45590.928	 -1.125	 -0.480
45590.932	 -1.115	 -0.490
45590.936	 -1.110	 -0.485
45590.940	 -1.090	 -0.455
45590.944	 -1.050	 -0.450
45590.948	 -1.045	 -0.420
45590.952	 -1.005	 -0.390
45590.956	 -1.000	 -0.360
45590.960	 -0.980	 -0.345
45590.964	 -0.965	 -0.340
45590.968	 -0.940	 -0.345
45590.972	 -0.955	 -0.390
45590.976	 -0.935	 -0.445
45590.980	 -0.935	 -0.470
45590.984	 -0.960	 -0.505
45590.988	 -0.940	 -0.515
45590.992	 -0.955	 -0.530
45590.996	 -0.975	 -0.520
45591.000	 -0.980	 -0.515
45591.004	 -0.995	 -0.520
45591.008	 -1.025	 -0.515
45591.012	 -1.060	 -0.525
45591.016	 -1.070	 -0.520
45591.020	 -1.095	 -0.520
45591.024	 -1.115	 -0.530
45591.028	 -1.155	 -0.525
45591.032	 -1.185	 -0.510
45591.036	 -1.195	 -0.520
45591.040	 -1.215	 -0.525
45591.044	 -1.210	 -0.510
45591.048	 -1.220	 -0.515
45591.052	 -1.235	 -0.525
45591.056	 -1.215	 -0.525
45591.060	 -1.215	 -0.525
45591.064	 -1.210	 -0.545
45591.068	 -1.215	 -0.545
45591.072	 -1.200	 -0.525
45591.076	 -1.195	 -0.515
45591.080	 -1.235	 -0.525
45591.084	 -1.205	 -0.540
45591.088	 -1.235	 -0.510
45591.092	 -1.255	 -0.520
45591.096	 -1.225	 -0.550
45591.100	 -1.240	 -0.505
45591.104	 -1.275	 -0.490
45591.108	 -1.295	 -0.495
45591.112	 -1.330	 -0.495
45591.116	 -1.340	 -0.465
45591.120	 -1.375	 -0.460
45591.124	 -1.375	 -0.450
45591.128	 -1.360	 -0.425
45591.132	 -1.350	 -0.425
45591.136	 -1.375	 -0.405
45591.140	 -1.455	 -0.365
45591.144	 -1.595	 -0.260
45591.148	 -1.730	 -0.145
45591.152	 -1.835	 -0.100
45591.156	 -1.850	 -0.220
45591.160	 -1.780	 -0.460
45591.164	 -1.640	 -0.795
45591.168	 -1.445	 -1.115
45591.172	 -1.250	 -1.440
45591.176	 -1.060	 -1.785
45591.180	 -0.910	 -2.000
45591.184	 -0.775	 -2.215
45591.188	 -0.705	 -2.390
45591.192	 -0.755	 -2.450
45591.196	 -0.900	 -2.275
45591.200	 -1.045	 -1.945
45591.204	 -1.135	 -1.590
45591.208	 -1.170	 -1.325
45591.212	 -1.180	 -1.110
45591.216	 -1.190	 -0.985
45591.220	 -1.200	 -0.860
45591.224	 -1.205	 -0.775
45591.228	 -1.195	 -0.700
45591.232	 -1.200	 -0.645
45591.236	 -1.220	 -0.615
45591.240	 -1.195	 -0.580
45591.244	 -1.195	 -0.570
45591.248	 -1.205	 -0.545
45591.252	 -1.205	 -0.515
45591.256	 -1.180	 -0.515
45591.260	 -1.195	 -0.505
45591.264	 -1.190	 -0.490
45591.268	 -1.190	 -0.480
45591.272	 -1.175	 -0.465
45591.276	 -1.160	 -0.465
45591.280	 -1.155	 -0.475
45591.284	 -1.150	 -0.480
45591.288	 -1.160	 -0.450
45591.292	 -1.170	 -0.450
45591.296	 -1.160	 -0.435
45591.300	 -1.175	 -0.425
45591.304	 -1.190	 -0.410
45591.308	 -1.200	 -0.405
45591.312	 -1.200	 -0.390
45591.316	 -1.200	 -0.365
45591.320	 -1.175	 -0.355
45591.324	 -1.175	 -0.335
45591.328	 -1.165	 -0.320
45591.332	 -1.150	 -0.295
45591.336	 -1.125	 -0.285
45591.340	 -1.120	 -0.270
45591.344	 -1.120	 -0.265
45591.348	 -1.100	 -0.240
45591.352	 -1.110	 -0.220
45591.356	 -1.110	 -0.210
45591.360	 -1.095	 -0.195
45591.364	 -1.100	 -0.180
45591.368	 -1.090	 -0.155
45591.372	 -1.095	 -0.165
45591.376	 -1.090	 -0.155
45591.380	 -1.060	 -0.155
45591.384	 -1.085	 -0.170
45591.388	 -1.060	 -0.175
