2014-07-01 00:00:00,10844,0,1
2014-07-01 00:30:00,8127,30,1
2014-07-01 01:00:00,6210,60,1
2014-07-01 01:30:00,4656,90,1
2014-07-01 02:00:00,3820,120,1
2014-07-01 02:30:00,2873,150,1
2014-07-01 03:00:00,2369,180,1
2014-07-01 03:30:00,2064,210,1
2014-07-01 04:00:00,2221,240,1
2014-07-01 04:30:00,2158,270,1
2014-07-01 05:00:00,2515,300,1
2014-07-01 05:30:00,4364,330,1
2014-07-01 06:00:00,6526,360,1
2014-07-01 06:30:00,11039,390,1
2014-07-01 07:00:00,13857,420,1
2014-07-01 07:30:00,15865,450,1
2014-07-01 08:00:00,17920,480,1
2014-07-01 08:30:00,20346,510,1
2014-07-01 09:00:00,19539,540,1
2014-07-01 09:30:00,20107,570,1
2014-07-01 10:00:00,18984,600,1
2014-07-01 10:30:00,17720,630,1
2014-07-01 11:00:00,17249,660,1
2014-07-01 11:30:00,18463,690,1
2014-07-01 12:00:00,18908,720,1
2014-07-01 12:30:00,18886,750,1
2014-07-01 13:00:00,18178,780,1
2014-07-01 13:30:00,19459,810,1
2014-07-01 14:00:00,19546,840,1
2014-07-01 14:30:00,20591,870,1
2014-07-01 15:00:00,19380,900,1
2014-07-01 15:30:00,18544,930,1
2014-07-01 16:00:00,16228,960,1
2014-07-01 16:30:00,15013,990,1
2014-07-01 17:00:00,17203,1020,1
2014-07-01 17:30:00,19525,1050,1
2014-07-01 18:00:00,22966,1080,1
2014-07-01 18:30:00,27598,1110,1
2014-07-01 19:00:00,26827,1140,1
2014-07-01 19:30:00,24904,1170,1
2014-07-01 20:00:00,22875,1200,1
2014-07-01 20:30:00,20394,1230,1
2014-07-01 21:00:00,23401,1260,1
2014-07-01 21:30:00,24439,1290,1
2014-07-01 22:00:00,23318,1320,1
2014-07-01 22:30:00,21733,1350,1
2014-07-01 23:00:00,20104,1380,1
2014-07-01 23:30:00,16111,1410,1
2014-07-02 00:00:00,13370,0,2
2014-07-02 00:30:00,9945,30,2
2014-07-02 01:00:00,7571,60,2
2014-07-02 01:30:00,5917,90,2
2014-07-02 02:00:00,4820,120,2
2014-07-02 02:30:00,3634,150,2
2014-07-02 03:00:00,2993,180,2
2014-07-02 03:30:00,2535,210,2
2014-07-02 04:00:00,2570,240,2
2014-07-02 04:30:00,2485,270,2
2014-07-02 05:00:00,2868,300,2
2014-07-02 05:30:00,4482,330,2
2014-07-02 06:00:00,6788,360,2
2014-07-02 06:30:00,11078,390,2
2014-07-02 07:00:00,13729,420,2
2014-07-02 07:30:00,16700,450,2
2014-07-02 08:00:00,19156,480,2
2014-07-02 08:30:00,19953,510,2
2014-07-02 09:00:00,19502,540,2
2014-07-02 09:30:00,18994,570,2
2014-07-02 10:00:00,17311,600,2
2014-07-02 10:30:00,17904,630,2
2014-07-02 11:00:00,17133,660,2
2014-07-02 11:30:00,18589,690,2
2014-07-02 12:00:00,19134,720,2
2014-07-02 12:30:00,19259,750,2
2014-07-02 13:00:00,18667,780,2
2014-07-02 13:30:00,19078,810,2
2014-07-02 14:00:00,18546,840,2
2014-07-02 14:30:00,18593,870,2
2014-07-02 15:00:00,17967,900,2
2014-07-02 15:30:00,16624,930,2
2014-07-02 16:00:00,14634,960,2
2014-07-02 16:30:00,13888,990,2
2014-07-02 17:00:00,17430,1020,2
2014-07-02 17:30:00,21919,1050,2
2014-07-02 18:00:00,23633,1080,2
2014-07-02 18:30:00,24512,1110,2
2014-07-02 19:00:00,24887,1140,2
2014-07-02 19:30:00,26872,1170,2
2014-07-02 20:00:00,22009,1200,2
2014-07-02 20:30:00,18259,1230,2
2014-07-02 21:00:00,20844,1260,2
2014-07-02 21:30:00,22576,1290,2
2014-07-02 22:00:00,22401,1320,2
2014-07-02 22:30:00,19056,1350,2
2014-07-02 23:00:00,17518,1380,2
2014-07-02 23:30:00,15307,1410,2
2014-07-03 00:00:00,12646,0,3
2014-07-03 00:30:00,10562,30,3
2014-07-03 01:00:00,8416,60,3
2014-07-03 01:30:00,7098,90,3
2014-07-03 02:00:00,5826,120,3
2014-07-03 02:30:00,4383,150,3
2014-07-03 03:00:00,3270,180,3
2014-07-03 03:30:00,2948,210,3
2014-07-03 04:00:00,3146,240,3
2014-07-03 04:30:00,3077,270,3
2014-07-03 05:00:00,3000,300,3
2014-07-03 05:30:00,4592,330,3
2014-07-03 06:00:00,6486,360,3
2014-07-03 06:30:00,10113,390,3
2014-07-03 07:00:00,12240,420,3
2014-07-03 07:30:00,14574,450,3
2014-07-03 08:00:00,16778,480,3
2014-07-03 08:30:00,18910,510,3
2014-07-03 09:00:00,18350,540,3
2014-07-03 09:30:00,17218,570,3
2014-07-03 10:00:00,16097,600,3
2014-07-03 10:30:00,16409,630,3
2014-07-03 11:00:00,15893,660,3
2014-07-03 11:30:00,16778,690,3
2014-07-03 12:00:00,17604,720,3
2014-07-03 12:30:00,18665,750,3
2014-07-03 13:00:00,19045,780,3
2014-07-03 13:30:00,19261,810,3
2014-07-03 14:00:00,19363,840,3
2014-07-03 14:30:00,19078,870,3
2014-07-03 15:00:00,18193,900,3
2014-07-03 15:30:00,16635,930,3
2014-07-03 16:00:00,14615,960,3
2014-07-03 16:30:00,13759,990,3
2014-07-03 17:00:00,17008,1020,3
2014-07-03 17:30:00,19595,1050,3
2014-07-03 18:00:00,21328,1080,3
2014-07-03 18:30:00,22661,1110,3
2014-07-03 19:00:00,29985,1140,3
2014-07-03 19:30:00,21501,1170,3
2014-07-03 20:00:00,22684,1200,3
2014-07-03 20:30:00,22188,1230,3
2014-07-03 21:00:00,22663,1260,3
2014-07-03 21:30:00,19573,1290,3
2014-07-03 22:00:00,17136,1320,3
2014-07-03 22:30:00,16606,1350,3
2014-07-03 23:00:00,16166,1380,3
2014-07-03 23:30:00,16020,1410,3
2014-07-04 00:00:00,15591,0,4
2014-07-04 00:30:00,14395,30,4
2014-07-04 01:00:00,12535,60,4
2014-07-04 01:30:00,11341,90,4
2014-07-04 02:00:00,9980,120,4
2014-07-04 02:30:00,8404,150,4
2014-07-04 03:00:00,7200,180,4
2014-07-04 03:30:00,6578,210,4
2014-07-04 04:00:00,5657,240,4
2014-07-04 04:30:00,4474,270,4
2014-07-04 05:00:00,3459,300,4
2014-07-04 05:30:00,3276,330,4
2014-07-04 06:00:00,3595,360,4
2014-07-04 06:30:00,4240,390,4
2014-07-04 07:00:00,4828,420,4
2014-07-04 07:30:00,4926,450,4
2014-07-04 08:00:00,5165,480,4
2014-07-04 08:30:00,5776,510,4
2014-07-04 09:00:00,7338,540,4
2014-07-04 09:30:00,7839,570,4
2014-07-04 10:00:00,8623,600,4
