2015-05-01 00:00:00,16979,0,4
2015-05-01 00:30:00,13753,30,4
2015-05-01 01:00:00,11258,60,4
2015-05-01 01:30:00,8801,90,4
2015-05-01 02:00:00,7182,120,4
2015-05-01 02:30:00,6000,150,4
2015-05-01 03:00:00,4803,180,4
2015-05-01 03:30:00,4089,210,4
2015-05-01 04:00:00,4224,240,4
2015-05-01 04:30:00,3116,270,4
2015-05-01 05:00:00,2994,300,4
2015-05-01 05:30:00,4755,330,4
2015-05-01 06:00:00,6756,360,4
2015-05-01 06:30:00,11508,390,4
2015-05-01 07:00:00,14544,420,4
2015-05-01 07:30:00,18531,450,4
2015-05-01 08:00:00,19351,480,4
2015-05-01 08:30:00,19630,510,4
2015-05-01 09:00:00,17949,540,4
2015-05-01 09:30:00,17660,570,4
2015-05-01 10:00:00,16512,600,4
2015-05-01 10:30:00,16553,630,4
2015-05-01 11:00:00,16630,660,4
2015-05-01 11:30:00,18111,690,4
2015-05-01 12:00:00,18047,720,4
2015-05-01 12:30:00,16864,750,4
2015-05-01 13:00:00,16062,780,4
2015-05-01 13:30:00,16898,810,4
2015-05-01 14:00:00,18205,840,4
2015-05-01 14:30:00,19307,870,4
2015-05-01 15:00:00,17935,900,4
2015-05-01 15:30:00,15377,930,4
2015-05-01 16:00:00,14500,960,4
2015-05-01 16:30:00,13355,990,4
2015-05-01 17:00:00,16031,1020,4
2015-05-01 17:30:00,18961,1050,4
2015-05-01 18:00:00,20844,1080,4
2015-05-01 18:30:00,24050,1110,4
2015-05-01 19:00:00,25721,1140,4
2015-05-01 19:30:00,25140,1170,4
2015-05-01 20:00:00,24370,1200,4
2015-05-01 20:30:00,24210,1230,4
2015-05-01 21:00:00,24042,1260,4
2015-05-01 21:30:00,24187,1290,4
2015-05-01 22:00:00,24915,1320,4
2015-05-01 22:30:00,24752,1350,4
2015-05-01 23:00:00,24699,1380,4
2015-05-01 23:30:00,23534,1410,4
2015-05-02 00:00:00,23102,0,5
2015-05-02 00:30:00,21490,30,5
2015-05-02 01:00:00,19715,60,5
2015-05-02 01:30:00,18252,90,5
2015-05-02 02:00:00,16643,120,5
2015-05-02 02:30:00,14322,150,5
2015-05-02 03:00:00,11905,180,5
2015-05-02 03:30:00,10225,210,5
2015-05-02 04:00:00,8945,240,5
2015-05-02 04:30:00,5126,270,5
2015-05-02 05:00:00,3603,300,5
2015-05-02 05:30:00,3266,330,5
2015-05-02 06:00:00,3576,360,5
2015-05-02 06:30:00,5130,390,5
2015-05-02 07:00:00,5525,420,5
2015-05-02 07:30:00,7622,450,5
2015-05-02 08:00:00,8667,480,5
2015-05-02 08:30:00,13028,510,5
2015-05-02 09:00:00,13278,540,5
2015-05-02 09:30:00,16518,570,5
2015-05-02 10:00:00,16860,600,5
2015-05-02 10:30:00,18412,630,5
2015-05-02 11:00:00,18965,660,5
2015-05-02 11:30:00,21228,690,5
2015-05-02 12:00:00,21304,720,5
2015-05-02 12:30:00,21738,750,5
2015-05-02 13:00:00,21396,780,5
2015-05-02 13:30:00,21064,810,5
2015-05-02 14:00:00,21239,840,5
2015-05-02 14:30:00,21418,870,5
2015-05-02 15:00:00,21963,900,5
2015-05-02 15:30:00,21416,930,5
2015-05-02 16:00:00,19836,960,5
2015-05-02 16:30:00,18216,990,5
2015-05-02 17:00:00,19973,1020,5
2015-05-02 17:30:00,23600,1050,5
2015-05-02 18:00:00,25169,1080,5
2015-05-02 18:30:00,27059,1110,5
2015-05-02 19:00:00,29077,1140,5
2015-05-02 19:30:00,27867,1170,5
2015-05-02 20:00:00,26771,1200,5
2015-05-02 20:30:00,26343,1230,5
2015-05-02 21:00:00,26700,1260,5
2015-05-02 21:30:00,27201,1290,5
2015-05-02 22:00:00,27835,1320,5
2015-05-02 22:30:00,27983,1350,5
2015-05-02 23:00:00,26073,1380,5
2015-05-02 23:30:00,23242,1410,5
2015-05-03 00:00:00,20274,0,6
2015-05-03 00:30:00,23703,30,6
2015-05-03 01:00:00,31266,60,6
2015-05-03 01:30:00,24157,90,6
2015-05-03 02:00:00,20628,120,6
2015-05-03 02:30:00,17368,150,6
2015-05-03 03:00:00,14727,180,6
2015-05-03 03:30:00,12978,210,6
2015-05-03 04:00:00,11055,240,6
2015-05-03 04:30:00,6345,270,6
2015-05-03 05:00:00,4260,300,6
2015-05-03 05:30:00,3546,330,6
2015-05-03 06:00:00,3491,360,6
2015-05-03 06:30:00,3979,390,6
2015-05-03 07:00:00,4618,420,6
2015-05-03 07:30:00,6235,450,6
2015-05-03 08:00:00,7416,480,6
