  0.000	  4.995	  4.340
  0.003	  4.995	  4.340
  0.006	  4.995	  4.340
  0.008	  4.995	  4.340
  0.011	  4.995	  4.340
  0.014	  4.995	  4.340
  0.017	  4.995	  4.340
  0.019	  4.995	  4.320
  0.022	  4.985	  4.310
  0.025	  4.995	  4.280
  0.028	  4.995	  4.290
  0.031	  5.000	  4.300
  0.033	  5.025	  4.305
  0.036	  5.035	  4.310
  0.039	  5.015	  4.320
  0.042	  4.950	  4.305
  0.044	  4.895	  4.285
  0.047	  4.865	  4.280
  0.050	  4.840	  4.300
  0.053	  4.825	  4.310
  0.056	  4.780	  4.295
  0.058	  4.725	  4.270
  0.061	  4.710	  4.260
  0.064	  4.715	  4.275
  0.067	  4.740	  4.280
  0.069	  4.750	  4.275
  0.072	  4.730	  4.270
  0.075	  4.710	  4.255
  0.078	  4.695	  4.245
  0.081	  4.700	  4.265
  0.083	  4.715	  4.270
  0.086	  4.750	  4.265
  0.089	  4.745	  4.265
  0.092	  4.730	  4.270
  0.094	  4.710	  4.255
  0.097	  4.715	  4.255
  0.100	  4.725	  4.265
  0.103	  4.745	  4.270
  0.106	  4.730	  4.275
  0.108	  4.725	  4.275
  0.111	  4.725	  4.260
  0.114	  4.725	  4.270
  0.117	  4.735	  4.280
  0.119	  4.740	  4.290
  0.122	  4.735	  4.280
  0.125	  4.720	  4.265
  0.128	  4.715	  4.260
  0.131	  4.715	  4.265
  0.133	  4.715	  4.265
  0.136	  4.705	  4.265
  0.139	  4.685	  4.265
  0.142	  4.695	  4.250
  0.144	  4.695	  4.250
  0.147	  4.730	  4.265
  0.150	  4.745	  4.275
  0.153	  4.755	  4.290
  0.156	  4.750	  4.305
  0.158	  4.755	  4.295
  0.161	  4.740	  4.285
  0.164	  4.715	  4.265
  0.167	  4.715	  4.215
  0.169	  4.730	  4.170
  0.172	  4.755	  4.075
  0.175	  4.790	  3.980
  0.178	  4.800	  3.860
  0.181	  4.825	  3.685
  0.183	  4.850	  3.450
  0.186	  4.840	  3.200
  0.189	  4.780	  3.025
  0.192	  4.680	  2.950
  0.194	  4.610	  2.950
  0.197	  4.600	  2.995
  0.200	  4.610	  3.040
  0.203	  4.610	  3.065
  0.206	  4.585	  3.090
  0.208	  4.580	  3.125
  0.211	  4.535	  3.165
  0.214	  4.495	  3.190
  0.217	  4.480	  3.230
  0.219	  4.470	  3.260
  0.222	  4.435	  3.285
  0.225	  4.390	  3.310
  0.228	  4.340	  3.355
  0.231	  4.285	  3.410
  0.233	  4.235	  3.455
  0.236	  4.205	  3.495
  0.239	  4.180	  3.520
  0.242	  4.145	  3.535
  0.244	  4.140	  3.590
  0.247	  4.180	  3.675
  0.250	  4.205	  3.760
  0.253	  4.225	  3.850
  0.256	  4.230	  3.925
  0.258	  4.290	  3.980
  0.261	  4.360	  4.025
  0.264	  4.420	  4.095
  0.267	  4.495	  4.165
  0.269	  4.540	  4.235
  0.272	  4.575	  4.280
  0.275	  4.615	  4.300
  0.278	  4.635	  4.350
  0.281	  4.675	  4.395
  0.283	  4.725	  4.450
  0.286	  4.750	  4.465
  0.289	  4.750	  4.480
  0.292	  4.760	  4.475
  0.294	  4.760	  4.480
  0.297	  4.765	  4.505
  0.300	  4.795	  4.525
  0.303	  4.805	  4.535
  0.306	  4.800	  4.540
  0.308	  4.775	  4.525
  0.311	  4.775	  4.540
  0.314	  4.790	  4.540
  0.317	  4.820	  4.555
  0.319	  4.835	  4.565
  0.322	  4.820	  4.565
  0.325	  4.830	  4.575
  0.328	  4.825	  4.575
  0.331	  4.820	  4.580
  0.333	  4.830	  4.605
  0.336	  4.840	  4.610
  0.339	  4.835	  4.605
  0.342	  4.800	  4.590
  0.344	  4.800	  4.595
  0.347	  4.810	  4.610
  0.350	  4.825	  4.635
  0.353	  4.835	  4.635
  0.356	  4.845	  4.645
  0.358	  4.835	  4.635
  0.361	  4.830	  4.635
  0.364	  4.825	  4.645
  0.367	  4.835	  4.655
  0.369	  4.835	  4.645
  0.372	  4.830	  4.645
  0.375	  4.835	  4.635
  0.378	  4.845	  4.645
  0.381	  4.840	  4.655
  0.383	  4.850	  4.665
  0.386	  4.860	  4.670
  0.389	  4.850	  4.670
  0.392	  4.850	  4.650
  0.394	  4.845	  4.650
  0.397	  4.860	  4.665
  0.400	  4.880	  4.685
  0.403	  4.895	  4.695
  0.406	  4.880	  4.690
  0.408	  4.855	  4.685
  0.411	  4.840	  4.665
  0.414	  4.845	  4.685
  0.417	  4.880	  4.690
  0.419	  4.900	  4.695
  0.422	  4.900	  4.690
  0.425	  4.895	  4.680
  0.428	  4.880	  4.685
  0.431	  4.900	  4.690
  0.433	  4.920	  4.705
  0.436	  4.930	  4.705
  0.439	  4.935	  4.705
  0.442	  4.900	  4.685
  0.444	  4.875	  4.690
  0.447	  4.895	  4.700
  0.450	  4.925	  4.710
  0.453	  4.935	  4.715
  0.456	  4.955	  4.715
  0.458	  4.940	  4.700
  0.461	  4.930	  4.695
  0.464	  4.935	  4.705
  0.467	  4.940	  4.720
  0.469	  4.955	  4.725
  0.472	  4.950	  4.725
  0.475	  4.965	  4.705
  0.478	  4.960	  4.705
  0.481	  4.945	  4.695
  0.483	  4.945	  4.700
  0.486	  4.975	  4.695
  0.489	  4.950	  4.685
  0.492	  4.960	  4.680
  0.494	  4.955	  4.670
  0.497	  4.955	  4.665
  0.500	  4.960	  4.680
  0.503	  4.965	  4.675
  0.506	  4.955	  4.685
  0.508	  4.950	  4.665
  0.511	  4.930	  4.645
  0.514	  4.925	  4.645
  0.517	  4.925	  4.650
  0.519	  4.940	  4.640
  0.522	  4.940	  4.625
  0.525	  4.920	  4.620
  0.528	  4.920	  4.610
  0.531	  4.915	  4.630
  0.533	  4.920	  4.620
  0.536	  4.930	  4.605
  0.539	  4.930	  4.595
  0.542	  4.920	  4.570
  0.544	  4.890	  4.560
  0.547	  4.895	  4.550
  0.550	  4.910	  4.560
  0.553	  4.905	  4.555
  0.556	  4.915	  4.555
  0.558	  4.905	  4.555
  0.561	  4.890	  4.545
  0.564	  4.860	  4.550
  0.567	  4.865	  4.560
  0.569	  4.870	  4.550
  0.572	  4.880	  4.540
  0.575	  4.875	  4.540
  0.578	  4.870	  4.540
  0.581	  4.855	  4.540
  0.583	  4.850	  4.560
  0.586	  4.865	  4.565
  0.589	  4.855	  4.555
  0.592	  4.855	  4.545
  0.594	  4.850	  4.540
  0.597	  4.840	  4.555
  0.600	  4.860	  4.575
  0.603	  4.865	  4.575
  0.606	  4.860	  4.575
  0.608	  4.850	  4.555
  0.611	  4.845	  4.555
  0.614	  4.850	  4.560
  0.617	  4.865	  4.575
  0.619	  4.865	  4.580
  0.622	  4.860	  4.580
  0.625	  4.850	  4.580
  0.628	  4.845	  4.575
  0.631	  4.850	  4.585
  0.633	  4.855	  4.595
  0.636	  4.865	  4.605
  0.639	  4.855	  4.610
  0.642	  4.840	  4.600
  0.644	  4.835	  4.610
  0.647	  4.835	  4.620
  0.650	  4.840	  4.625
  0.653	  4.860	  4.640
  0.656	  4.855	  4.625
  0.658	  4.850	  4.620
  0.661	  4.840	  4.625
  0.664	  4.835	  4.640
  0.667	  4.835	  4.655
  0.669	  4.860	  4.660
  0.672	  4.865	  4.670
  0.675	  4.850	  4.655
  0.678	  4.845	  4.650
  0.681	  4.835	  4.670
  0.683	  4.850	  4.690
  0.686	  4.845	  4.695
  0.689	  4.830	  4.680
  0.692	  4.815	  4.680
  0.694	  4.800	  4.680
  0.697	  4.815	  4.685
  0.700	  4.830	  4.705
  0.703	  4.845	  4.705
  0.706	  4.835	  4.700
  0.708	  4.810	  4.695
  0.711	  4.795	  4.690
  0.714	  4.805	  4.710
  0.717	  4.805	  4.705
  0.719	  4.820	  4.710
  0.722	  4.810	  4.705
  0.725	  4.785	  4.690
  0.728	  4.780	  4.695
  0.731	  4.755	  4.710
  0.733	  4.765	  4.715
  0.736	  4.785	  4.720
  0.739	  4.780	  4.710
  0.742	  4.780	  4.695
  0.744	  4.745	  4.715
  0.747	  4.755	  4.710
  0.750	  4.770	  4.710
  0.753	  4.780	  4.710
  0.756	  4.760	  4.715
  0.758	  4.760	  4.710
  0.761	  4.745	  4.700
  0.764	  4.750	  4.705
  0.767	  4.765	  4.715
  0.769	  4.770	  4.720
  0.772	  4.770	  4.720
  0.775	  4.760	  4.705
  0.778	  4.750	  4.705
  0.781	  4.745	  4.700
  0.783	  4.745	  4.715
  0.786	  4.770	  4.710
  0.789	  4.760	  4.720
  0.792	  4.760	  4.705
  0.794	  4.740	  4.700
  0.797	  4.745	  4.710
  0.800	  4.765	  4.720
  0.803	  4.775	  4.720
  0.806	  4.780	  4.720
  0.808	  4.775	  4.705
  0.811	  4.765	  4.705
  0.814	  4.760	  4.715
  0.817	  4.775	  4.730
  0.819	  4.785	  4.740
  0.822	  4.775	  4.725
  0.825	  4.780	  4.715
  0.828	  4.780	  4.725
  0.831	  4.780	  4.725
  0.833	  4.790	  4.740
  0.836	  4.790	  4.735
  0.839	  4.795	  4.720
  0.842	  4.790	  4.725
  0.844	  4.785	  4.720
  0.847	  4.790	  4.745
  0.850	  4.810	  4.745
  0.853	  4.825	  4.740
  0.856	  4.820	  4.735
  0.858	  4.800	  4.725
  0.861	  4.790	  4.715
  0.864	  4.775	  4.730
  0.867	  4.795	  4.735
  0.869	  4.805	  4.740
  0.872	  4.810	  4.740
  0.875	  4.805	  4.735
  0.878	  4.775	  4.735
  0.881	  4.790	  4.735
  0.883	  4.810	  4.745
  0.886	  4.830	  4.750
  0.889	  4.805	  4.740
  0.892	  4.785	  4.725
  0.894	  4.785	  4.725
  0.897	  4.775	  4.750
  0.900	  4.795	  4.760
  0.903	  4.815	  4.755
  0.906	  4.820	  4.755
  0.908	  4.815	  4.750
  0.911	  4.815	  4.740
  0.914	  4.805	  4.760
  0.917	  4.820	  4.770
  0.919	  4.830	  4.775
  0.922	  4.820	  4.770
  0.925	  4.800	  4.775
  0.928	  4.795	  4.765
  0.931	  4.800	  4.770
  0.933	  4.815	  4.785
  0.936	  4.815	  4.795
  0.939	  4.810	  4.800
  0.942	  4.810	  4.770
  0.944	  4.810	  4.770
  0.947	  4.815	  4.765
  0.950	  4.820	  4.775
  0.953	  4.840	  4.795
  0.956	  4.855	  4.790
  0.958	  4.845	  4.800
  0.961	  4.840	  4.815
  0.964	  4.855	  4.805
  0.967	  4.870	  4.830
  0.969	  4.885	  4.845
  0.972	  4.895	  4.860
  0.975	  4.895	  4.865
  0.978	  4.890	  4.865
  0.981	  4.920	  4.880
  0.983	  4.940	  4.885
  0.986	  4.965	  4.885
  0.989	  4.975	  4.870
  0.992	  4.970	  4.835
  0.994	  4.970	  4.820
  0.997	  5.000	  4.835
  1.000	  5.015	  4.850
  1.003	  5.025	  4.840
  1.006	  5.035	  4.830
  1.008	  5.030	  4.830
  1.011	  5.025	  4.815
  1.014	  5.025	  4.820
  1.017	  5.045	  4.835
  1.019	  5.065	  4.840
  1.022	  5.070	  4.850
  1.025	  5.055	  4.835
  1.028	  5.010	  4.840
  1.031	  4.985	  4.845
  1.033	  4.955	  4.850
  1.036	  4.935	  4.845
  1.039	  4.900	  4.835
  1.042	  4.845	  4.825
  1.044	  4.800	  4.815
  1.047	  4.770	  4.820
  1.050	  4.750	  4.810
  1.053	  4.770	  4.815
  1.056	  4.770	  4.805
  1.058	  4.765	  4.795
  1.061	  4.760	  4.790
  1.064	  4.755	  4.800
  1.067	  4.760	  4.815
  1.069	  4.775	  4.820
  1.072	  4.780	  4.815
  1.075	  4.765	  4.810
  1.078	  4.750	  4.795
  1.081	  4.740	  4.800
  1.083	  4.730	  4.830
  1.086	  4.760	  4.825
  1.089	  4.780	  4.830
  1.092	  4.800	  4.825
  1.094	  4.780	  4.825
  1.097	  4.760	  4.830
  1.100	  4.765	  4.840
  1.103	  4.775	  4.835
  1.106	  4.780	  4.825
  1.108	  4.765	  4.820
  1.111	  4.770	  4.815
  1.114	  4.770	  4.835
  1.117	  4.775	  4.840
  1.119	  4.770	  4.840
  1.122	  4.765	  4.825
  1.125	  4.750	  4.815
  1.128	  4.750	  4.820
