254.17343	398.93651
254.43008	399.06378
254.24794	399.20975
254.21981	398.87866
254.34051	399.22352
254.36665	399.02034
254.34168	398.91967
254.25441	399.0
254.33255	398.49941
254.2481	398.90696
254.32907	398.92733
254.26446	398.68654
254.30983	398.59301
254.43946	398.8925
254.73144	398.66995
255.15349	398.43624
255.12082	398.71613
255.42312	398.89306
255.47784	399.13126
255.71712	398.99065
255.8472	398.58584
255.97718	398.63019
255.87181	398.99362
256.1	399.13006
256.15394	399.04431
256.31585	399.36072
256.41436	399.52855
256.54433	399.38873
256.93302	399.14865
257.97283	398.49498
260.53372	395.93198
263.65182	391.74736
266.14046	386.11945
266.98091	379.06232
267.85197	372.88439
266.75747	367.50517
264.75476	364.61131
264.14019	364.13396
263.74518	363.53325
264.89231	362.256
266.09245	359.86308
266.85671	356.86273
267.55735	355.04216
267.07019	352.0
267.71835	348.98546
268.89294	345.89824
269.27701	345.56608
269.39341	347.10317
270.39832	348.97345
272.53798	347.36098
275.28842	341.19455
279.86399	329.12489
285.82591	315.13155
293.4514	300.41685
302.07746	284.79115
313.43379	269.0411
326.31429	253.90549
340.6575	240.7325
358.89329	227.11585
376.75789	214.175
393.41935	201.37221
409.03542	188.61747
422.74473	176.49063
435.74362	164.67679
447.7419	154.72179
458.90671	146.68763
472.21591	140.26591
485.57672	138.11111
495.99184	141.56444
503.45655	145.14321
507.90806	146.14669
508.41212	147.18669
509.17202	148.28187
509.26687	149.59816
509.05237	149.87154
508.92621	149.99806
508.85992	149.29086
508.5948	148.47064
507.98618	147.18361
507.84851	146.15644
507.49174	145.60253
506.42249	145.43972
505.82272	144.97845
505.56323	144.99027
505.33625	144.83673
504.66502	144.8867
504.71027	144.97287
504.55209	144.87342
503.74808	144.89559
502.89552	144.50149
499.89958	142.67573
493.39815	140.73727
479.91311	143.32253
462.58805	147.57233
445.18425	152.43091
428.39818	159.68353
408.81134	170.74537
390.03053	185.25397
371.98123	200.65684
353.09694	216.93878
336.36797	233.39827
322.89494	248.36965
312.26577	266.2545
300.1561	278.36708
289.42376	287.68997
281.01423	295.66946
274.85591	304.20673
270.7876	312.34783
268.09435	319.19014
267.65296	327.28014
266.22638	332.42807
266.64345	339.23448
266.61383	343.73942
266.50368	347.26658
266.05918	349.13401
266.52861	351.22107
266.59962	352.64545
266.80341	352.72693
266.85561	352.54603
266.51132	351.04654
266.75879	347.69394
266.95988	344.07733
267.51204	341.307
268.7371	338.86883
269.11183	338.24376
269.11939	341.40573
268.19922	348.71698
264.83475	359.19581
259.8906	370.71303
253.67562	382.43014
248.23575	391.19385
244.08839	395.41926
241.65525	396.9646
240.80551	396.75943
240.45506	396.68196
240.22828	396.77996
240.09518	396.8014
239.91866	396.73144
239.96768	397.18188
239.8123	397.55231
239.86959	397.64639
239.74569	397.96736
240.11925	398.42736
240.38053	398.70191
240.54374	398.88882
241.10478	398.85827
241.60152	399.48625
242.40371	399.39211
242.66048	399.45618
243.06574	399.45084
243.11105	399.73314
243.24698	399.56304
243.6686	399.23041
243.82045	399.08309
244.2693	398.53627
244.94755	398.21862
244.82634	398.42016
245.00875	398.13061
245.34419	397.64751
245.43846	397.75325
245.33784	397.78143
245.62991	397.9607
245.61671	397.84538
245.80261	397.62596
245.80719	397.98821
245.86356	397.87596
246.09107	397.31815
246.07004	397.90583
245.97703	397.97821
246.05987	397.75934
246.11111	397.87648
246.08521	397.8787
246.2971	397.37379
246.43288	397.79716
246.25379	398.0881
246.23287	398.12079
246.36913	398.02347
246.33627	397.74237
246.44575	397.87736
246.40719	397.82911
