196.37467	394.45875
196.49124	394.0308
196.79989	394.24107
197.1757	394.16833
197.87943	393.21259
198.67282	393.58047
199.63593	392.97708
201.0625	392.67161
202.46327	391.82198
203.71018	389.65005
205.90461	387.6065
208.16293	385.45406
209.46752	382.80955
210.35479	381.02035
210.90521	379.53041
211.91522	378.29837
212.26944	377.00745
212.48127	375.67546
212.24271	374.2496
212.84932	373.35616
212.49196	371.33178
212.33864	370.59723
211.8999	369.92967
211.67211	369.1534
211.95266	368.92162
211.90011	368.66246
210.9523	367.76316
210.8465	367.44939
211.02749	367.3047
212.35113	367.40395
214.2804	367.83479
216.41677	368.65389
218.85547	369.93885
220.6633	370.56412
223.02175	370.62648
225.47862	367.50189
227.56599	362.84899
229.59003	355.33887
232.88718	345.6335
236.15162	335.98051
240.19164	326.32349
246.10774	316.05539
254.02624	307.58017
264.90377	300.01078
279.48018	290.79345
296.21572	279.03344
316.42351	264.20802
336.03382	245.24831
355.63806	224.73974
375.3932	202.21796
395.65252	180.59568
416.46256	160.76798
436.44498	144.91696
453.86675	134.70459
468.9415	129.86671
478.82249	129.69467
483.59187	132.13074
486.03595	134.4272
488.1994	135.57169
489.63636	136.72486
490.46293	137.63834
490.80203	138.43182
490.74079	139.31903
490.44565	140.06907
489.70511	141.24078
487.41583	142.8039
483.47118	144.36423
475.95054	146.46381
463.83114	150.14878
447.48766	155.20974
427.47354	162.29072
404.52878	172.3
382.15931	184.79731
360.59593	199.38449
341.05245	216.14617
321.69882	234.00091
304.00901	252.47568
286.92369	269.35056
271.12695	282.7654
259.71042	293.03264
252.19359	302.56809
247.62466	310.00539
245.74633	318.00267
244.94236	325.07976
244.84095	334.14513
244.49044	341.74951
243.78802	348.36866
243.36962	354.55476
242.42046	358.31551
241.32661	360.6633
240.76951	361.70637
240.45603	361.13844
240.40774	358.50075
239.85694	356.9912
237.19938	358.95721
230.80698	365.00663
225.47655	374.97699
220.72142	384.90245
216.53448	392.4873
214.51299	396.80727
214.10438	398.49976
215.08887	398.38867
215.79222	397.43347
215.71584	397.05714
215.31074	396.88165
214.63959	397.14344
214.18649	397.57359
213.95051	397.9559
213.43406	397.84154
213.34673	398.06925
213.01126	398.01517
212.81384	398.02242
212.53556	398.01645
211.87767	398.0665
210.82362	397.33794
210.09966	397.26446
209.41099	396.8975
209.22979	397.07349
209.09295	396.87133
209.25999	396.58362
209.43188	396.13675
209.9506	395.89466
210.84022	395.21695
211.25305	395.3562
211.38648	395.19021
211.26812	395.21896
210.852	394.86721
210.0285	394.9895
209.51839	394.62166
208.84488	394.31024
208.15797	394.3542
207.48517	394.17547
206.25765	393.91066
205.82205	394.27088
205.04505	394.0005
204.62785	394.25818
203.95252	394.12894
203.59312	393.82287
203.35247	394.00999
202.99151	394.03994
202.85241	393.87851
202.83449	394.04856
202.7643	393.82297
202.90415	393.82856
202.92624	393.65981
202.94226	393.4893
203.25442	393.32559
203.86334	393.19264
204.1101	393.04697
204.10822	393.29359
203.8357	393.29513
203.73618	393.19799
203.52642	392.53095
203.6008	392.26697
203.96455	392.49237
204.54175	392.42125
205.06615	391.95365
205.92829	392.17073
206.90205	391.35832
207.54334	391.20578
208.16024	391.01552
208.53789	390.89054
208.83092	391.21446
208.9044	391.002
209.17391	391.21443
209.26235	391.26235
209.26801	390.96423
209.4407	390.57638
209.74913	391.20238
209.90429	391.36092
210.46409	391.42001
211.13219	391.3446
211.65866	390.87481
212.37254	391.09642
213.08956	390.87206
214.17229	391.0801
215.53584	389.39553
217.11765	385.49144
218.01701	379.73639
220.04752	375.67552
221.5773	369.20709
220.30809	364.80997
219.14881	361.85627
220.12727	361.80505
221.77193	363.42318
224.69854	365.68166
227.55972	367.60185
229.87589	367.06206
231.87575	364.2425
234.05864	360.3427
236.55681	353.99402
239.69722	345.04653
243.34322	333.88206
248.90995	320.16904
257.28047	308.04297
270.3857	295.84705
288.3977	282.37634
309.06536	268.08964
330.43985	250.53947
350.91481	230.71759
370.59929	210.54521
390.38262	190.73016
410.21115	172.70016
428.63377	157.47116
444.64834	145.70396
457.86829	136.92256
466.66985	132.63647
471.56127	132.66049
473.94537	135.60344
475.82801	138.35872
476.81502	139.97579
477.33946	140.93689
477.32136	141.36945
477.25742	141.21744
476.79927	140.79253
476.19083	140.32905
475.76449	140.02774
475.74038	139.65425
475.47587	139.63836
474.89573	140.0061
474.47236	140.50799
473.95985	140.78467
473.00792	141.07065
471.89271	141.0
470.55103	140.53767
468.60507	139.83756
466.13085	138.92317
460.63152	138.97455
452.40242	140.04303
441.35933	142.56956
427.30407	146.80852
410.30146	153.89708
390.8122	163.95842
370.98003	177.17456
351.41959	193.57803
332.62146	211.89957
314.32821	231.75497
296.67869	251.63591
279.92131	269.99332
265.822	285.34153
254.10962	296.98515
245.03546	306.94752
238.85378	314.65264
235.16837	322.03067
233.48788	329.00131
233.44051	335.48797
233.94776	341.93838
235.22069	348.29381
236.37684	353.18298
237.50894	356.64559
237.66104	358.84379
237.23055	360.2845
235.58276	359.89582
233.77755	359.01567
231.74854	357.65388
229.2123	357.81796
226.42449	358.23136
222.59745	360.05387
217.61707	362.85422
212.86513	367.07897
208.38727	372.62352
206.50282	379.27781
205.18477	385.91028
204.2372	390.38938
205.01578	392.71927
206.38663	393.91436
208.57035	393.90494
211.0107	393.26126
211.96564	393.50172
212.16095	393.06159
211.96578	393.13863
211.55846	393.64075
211.32157	393.84146
211.38085	394.2284
211.75983	394.21397
212.11578	394.50847
212.44276	394.95464
212.72022	395.33693
212.81442	395.28241
212.95202	395.09326
213.16855	395.04026
213.22444	395.42475
213.64648	394.92898
214.29661	394.49682
215.37662	393.49242
215.9753	392.92696
216.84185	391.28336
218.25513	389.54465
219.91634	387.71612
221.04779	384.89336
222.24539	382.50461
222.73935	380.87053
223.06947	379.12997
223.16237	377.96025
223.18036	376.97558
223.0554	375.80801
